#OTU ID	LauraG1C1S15	LauraG1C2S19	LauraG1C3S23	LauraG1T2S7	LauraG1T3S11	LauraG2C1S16	LauraG2C2S20	LauraG2C3S24	LauraG2T3S12	LauraP1C1S13	LauraP1C2S17	LauraP1C3S21	LauraP1T1S1	LauraP1T2S5	LauraP1T3S9	LauraP2C1S14	LauraP2C2S18	LauraP2C3S22	LauraP2T2S6	LauraP2T3S10
OTU_314	0	2	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
OTU_315	0	13	1	0	2	3	4	5	9	16	4	1	0	16	2	9	0	4	2	3
OTU_316	0	0	0	1	0	3	0	0	0	15	0	0	0	0	0	0	0	0	0	0
OTU_317	0	14	0	2	0	0	0	0	0	0	0	5	2	4	0	0	0	6	0	0
OTU_318	2	0	0	15	0	3	0	0	0	0	0	0	4	1	1	0	0	0	2	0
OTU_319	0	0	0	14	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0
OTU_32	28	0	0	0	0	0	0	0	187	34	0	0	0	0	0	4	0	0	0	0
OTU_320	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	2	0	0
OTU_321	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
OTU_322	2	0	0	14	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_323	0	3	0	14	0	0	0	0	0	0	0	5	0	0	0	6	3	0	4	0
OTU_324	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_325	1	0	0	14	0	4	0	0	1	7	0	0	0	0	0	7	1	0	3	0
OTU_326	0	3	0	16	0	0	0	0	0	0	0	3	0	1	0	4	0	5	1	0
OTU_327	0	0	0	0	0	0	0	0	0	14	0	2	0	0	0	0	0	0	0	0
OTU_328	0	2	1	16	7	1	0	0	0	14	0	0	2	0	0	5	3	1	2	0
OTU_329	0	0	0	0	0	1	0	0	0	14	0	0	2	0	0	5	0	0	4	0
OTU_33	0	0	1	0	1	7	0	0	307	42	0	0	0	0	0	5	0	0	1	0
OTU_330	0	0	0	0	1	0	0	1	1	14	0	0	0	1	0	0	0	0	7	0
OTU_331	0	0	0	14	0	0	2	0	0	0	0	1	0	0	0	0	0	14	2	0
OTU_332	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_333	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_334	0	13	1	0	0	0	0	0	1	2	2	3	0	3	0	0	0	5	2	0
OTU_335	0	13	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	2	0
OTU_336	0	5	0	21	1	0	0	0	0	5	2	4	1	0	0	2	3	5	8	0
OTU_337	1	3	1	17	0	2	0	0	0	0	4	2	0	10	0	0	0	0	4	0
OTU_338	0	0	0	0	6	0	0	0	0	4	0	0	0	13	0	0	0	0	1	0
OTU_339	0	0	0	4	1	0	0	0	1	1	2	1	0	19	0	1	0	1	1	0
OTU_34	0	31	4	0	32	12	13	1	0	123	15	13	1	13	220	33	36	21	6	33
OTU_340	0	0	0	0	0	0	0	1	0	0	0	0	1	13	0	0	0	0	2	0
OTU_341	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
OTU_342	0	0	0	4	0	0	0	0	0	0	0	0	0	9	0	4	0	13	1	0
OTU_343	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	15
OTU_344	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_345	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_346	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_347	0	23	0	12	0	0	12	0	0	7	0	8	3	3	0	6	0	8	5	0
OTU_348	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_349	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0
OTU_35	1	0	0	71	18	13	1	2	179	17	0	1	0	0	230	9	1	4	0	3
OTU_350	0	0	0	12	0	0	0	0	0	5	0	0	0	9	0	0	0	0	9	0
OTU_351	3	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_352	0	0	0	12	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
OTU_353	1	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_354	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0
OTU_355	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
OTU_356	0	0	0	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0
OTU_357	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
OTU_358	0	2	0	0	0	1	2	0	0	0	0	1	12	0	0	0	0	0	1	0
OTU_359	0	0	0	0	0	3	0	0	0	0	0	0	0	0	12	0	0	0	0	0
OTU_36	164	137	23	44	209	103	16	58	119	217	1	20	15	57	179	64	207	95	91	30
OTU_360	0	0	0	1	0	0	0	0	0	5	0	5	0	2	0	0	0	12	3	0
OTU_361	1	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	12	2	0
OTU_362	0	0	0	0	5	0	0	0	0	0	1	0	4	0	0	0	0	0	12	0
OTU_363	21	13	0	5	0	0	0	0	0	18	0	4	1	10	1	12	0	7	44	0
OTU_364	0	0	0	0	0	3	0	0	0	11	0	1	0	7	0	1	0	3	14	0
OTU_365	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	0	15	0
OTU_366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
OTU_367	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_368	12	7	0	2	0	0	0	0	0	6	3	1	0	9	0	0	0	3	1	0
OTU_369	11	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0
OTU_37	60	7	0	39	36	1	2	0	69	18	0	0	3	0	277	2	0	0	0	1
OTU_370	0	11	0	0	0	0	0	0	0	5	0	0	0	1	0	3	0	1	0	0
OTU_371	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_372	0	13	0	13	2	0	0	0	4	3	0	3	2	0	4	1	1	0	1	0
OTU_373	1	0	0	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_374	0	9	0	11	0	0	0	0	0	1	1	4	5	0	0	2	0	5	3	2
OTU_375	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_376	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_377	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_378	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_379	0	0	0	15	0	0	0	0	0	0	1	0	11	0	1	0	0	0	2	0
OTU_38	3	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_380	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
OTU_381	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
OTU_382	0	0	0	0	0	2	0	0	0	2	0	2	0	11	0	0	0	0	2	0
OTU_383	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0
OTU_384	1	0	0	7	0	0	0	0	0	0	0	2	0	14	0	0	0	0	4	0
OTU_385	0	4	0	0	0	0	0	0	0	2	0	0	0	11	0	0	0	0	11	0
OTU_386	0	0	0	0	0	0	0	2	0	3	1	0	0	11	0	0	0	0	3	0
OTU_387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	5
OTU_388	2	11	1	18	9	3	3	7	3	1	3	13	8	25	12	8	4	20	30	1
OTU_389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
OTU_39	0	0	0	0	0	0	0	0	170	10	0	0	0	0	0	4	0	0	0	0
OTU_390	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
OTU_391	0	0	1	12	0	0	0	0	0	0	1	0	0	0	0	0	0	17	3	0
OTU_392	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	23
OTU_393	10	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	1	0
OTU_394	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_395	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_396	0	10	0	1	0	0	0	1	0	1	0	1	0	2	0	1	0	5	1	5
OTU_397	4	10	0	0	0	1	0	0	0	6	0	0	1	4	0	0	0	0	0	0
OTU_398	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_399	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4	294	2036	990	832	18	243	1396	1113	181	1014	280	483	73	557	2	154	3300	500	353	50
OTU_40	0	0	0	0	10	1	0	0	0	0	0	0	0	0	175	0	0	0	0	0
OTU_400	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_401	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_402	0	0	0	18	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0
OTU_403	1	0	0	10	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0
OTU_404	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_405	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_406	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_407	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_408	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_409	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_41	0	0	0	0	0	0	0	0	172	22	0	0	0	0	0	2	0	0	0	0
OTU_410	0	1	2	0	0	0	0	3	10	1	0	0	0	1	0	0	10	1	0	0
OTU_411	8	0	0	0	0	6	0	0	0	11	0	0	0	0	0	5	0	0	0	0
OTU_412	0	7	0	0	0	0	0	0	0	10	0	0	0	0	4	0	0	0	0	0
OTU_413	1	8	3	7	14	0	0	6	0	18	8	7	4	32	1	16	0	17	7	2
OTU_414	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0
OTU_415	0	1	1	0	4	1	0	0	0	0	1	10	0	4	0	0	0	7	2	2
OTU_416	0	6	2	3	2	0	0	5	1	0	0	2	10	1	0	0	0	13	3	4
OTU_417	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0
OTU_418	0	0	0	4	0	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0
OTU_419	0	5	0	3	6	0	0	0	0	7	0	2	2	10	0	2	0	2	1	0
OTU_42	0	0	1	0	0	10	1	2	239	28	1	0	0	0	0	5	1	0	0	0
OTU_420	0	5	0	2	0	0	0	1	0	0	0	5	0	10	0	0	0	4	7	0
OTU_421	0	0	0	5	0	0	0	0	3	0	0	0	0	12	0	0	0	0	0	0
OTU_422	0	0	0	0	2	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0
OTU_423	7	0	1	5	0	2	0	3	3	1	0	0	3	0	0	0	10	1	5	0
OTU_424	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	12	0
OTU_425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0
OTU_426	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	10	0
OTU_427	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
OTU_428	0	0	0	4	0	0	5	0	0	3	0	3	1	2	0	1	0	1	4	14
OTU_429	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_43	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145
OTU_430	0	9	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0
OTU_431	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_432	0	9	0	0	0	0	3	0	0	0	0	0	0	1	0	3	0	0	4	0
OTU_433	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_434	0	10	0	3	1	0	0	4	0	0	4	5	6	3	0	0	0	4	1	0
OTU_435	0	10	0	9	0	0	0	0	0	0	0	0	0	2	0	2	0	1	2	0
OTU_436	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_437	0	0	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
OTU_438	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0
OTU_439	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_44	1	20	0	34	1	13	1	2	0	6	2	3	1	148	23	0	1	47	56	0
OTU_440	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_441	0	0	0	9	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
OTU_442	0	0	0	9	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0
OTU_443	0	3	0	9	0	0	0	0	0	2	0	0	5	1	0	0	0	0	3	0
OTU_444	0	3	0	13	1	0	0	0	0	1	0	1	0	0	0	5	0	0	1	0
OTU_445	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_446	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_447	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_448	2	7	1	13	0	0	0	0	0	0	0	0	0	3	0	0	3	1	4	0
OTU_449	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_45	0	0	0	0	0	0	0	0	157	24	0	0	0	0	0	1	0	0	0	0
OTU_450	0	5	0	9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0
OTU_451	1	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_452	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_453	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_454	0	0	0	0	0	0	9	0	0	0	0	1	4	0	0	0	0	0	0	0
OTU_455	0	13	0	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
OTU_456	0	0	0	2	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0
OTU_457	4	1	1	5	0	0	1	9	0	0	1	4	0	8	0	2	0	2	6	0
OTU_458	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
OTU_459	0	7	3	0	0	2	0	9	0	4	4	3	0	2	0	7	0	0	5	0
OTU_46	0	0	2	0	5	21	0	4	0	0	0	0	0	0	164	1	0	0	0	0
OTU_460	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
OTU_461	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
OTU_462	0	0	0	0	0	3	0	0	0	9	0	1	0	2	0	2	1	0	4	0
OTU_463	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
OTU_464	10	1	0	0	0	2	0	10	0	21	0	0	0	0	0	2	0	0	0	0
OTU_465	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
OTU_466	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
OTU_467	0	0	1	12	0	0	0	2	0	0	0	1	4	13	1	3	0	8	8	3
OTU_468	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
OTU_469	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	8	0
OTU_47	5	69	57	15	185	43	100	79	111	35	14	55	3	39	5	22	24	18	4	14
OTU_470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
OTU_471	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0
OTU_472	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	9	1	0
OTU_473	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	9	0	0
OTU_474	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	9	0
OTU_475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
OTU_476	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	9	0
OTU_477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
OTU_478	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	1	10	0
OTU_479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
OTU_48	38	28	2	141	33	5	77	19	133	46	2	22	17	13	69	13	12	4	3	158
OTU_480	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_481	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_482	0	14	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4	0
OTU_483	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_484	0	0	0	8	0	0	0	0	0	0	2	0	2	7	0	0	0	2	3	0
OTU_485	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_486	1	0	0	8	0	0	0	2	0	0	0	0	0	8	0	0	0	0	4	0
OTU_487	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_488	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_489	1	0	0	8	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0
OTU_49	0	0	0	0	0	0	0	0	138	25	0	0	0	0	0	11	0	0	0	0
OTU_490	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_491	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0
OTU_492	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_493	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_494	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
OTU_495	1	0	0	0	0	0	2	0	8	1	0	1	0	0	0	1	0	0	0	0
OTU_496	4	6	6	6	8	0	9	5	0	8	0	6	3	5	0	0	2	6	2	2
OTU_497	0	0	0	1	0	4	0	0	1	9	0	0	1	1	0	1	0	8	6	0
OTU_498	0	3	0	0	0	0	1	0	0	8	0	0	0	0	0	0	4	0	3	0
OTU_499	0	0	2	3	0	0	0	1	0	9	0	0	0	0	4	0	0	0	0	0
OTU_5	56	521	16	74	21	1	10	115	60	126	18	141	5	1263	30	139	57	80	1828	2
OTU_50	5	137	46	33	12	2	131	36	2	72	55	83	8	115	16	26	147	104	84	9
OTU_500	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	6	0	0	0	0
OTU_501	0	1	0	0	0	0	0	0	0	8	0	5	0	0	0	0	0	0	5	0
OTU_502	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
OTU_503	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
OTU_504	0	0	0	0	0	0	0	0	0	0	0	11	0	5	0	0	0	0	2	0
OTU_505	0	0	0	0	0	0	0	7	0	0	0	8	0	0	0	0	0	0	0	0
OTU_506	0	0	0	1	1	0	0	0	0	2	0	0	0	13	0	0	0	0	4	0
OTU_507	0	0	0	6	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
OTU_508	0	0	0	0	0	0	0	0	0	0	1	0	3	8	0	1	0	1	3	0
OTU_509	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0
OTU_51	0	41	0	1	14	5	4	3	0	17	4	6	1	38	201	13	6	9	43	0
OTU_510	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
OTU_511	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	4	0	0	0	0
OTU_512	0	4	0	3	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
OTU_513	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	5	0
OTU_514	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	6	0
OTU_515	0	0	0	1	0	0	0	0	0	0	0	0	4	2	13	0	0	0	0	0
OTU_516	0	0	1	2	1	1	0	0	0	1	0	0	0	5	9	1	0	0	1	0
OTU_517	0	7	0	13	0	0	3	4	0	0	0	0	0	2	8	3	0	0	1	0
OTU_518	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0
OTU_519	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
OTU_52	0	0	0	0	0	0	0	0	149	16	0	0	0	0	0	2	0	0	0	0
OTU_520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
OTU_521	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0
OTU_522	0	0	0	1	6	0	0	5	1	1	0	0	0	3	0	0	0	0	8	0
OTU_523	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_524	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_525	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_526	0	7	0	0	0	0	0	0	0	1	0	0	0	6	0	2	0	0	0	0
OTU_527	0	10	4	0	0	0	0	0	0	0	0	1	0	4	0	1	3	0	4	0
OTU_528	1	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_529	0	0	0	7	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0
OTU_53	4	127	6	14	22	1	0	6	0	3	6	8	1	43	0	0	3	2	19	0
OTU_530	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0
OTU_531	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_532	0	0	0	9	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0
OTU_533	0	0	0	7	3	0	5	0	0	5	0	0	0	7	0	0	0	1	3	0
OTU_534	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_535	1	0	0	7	0	0	6	0	0	0	0	1	4	0	0	0	0	0	3	0
OTU_536	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_537	0	0	0	7	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0
OTU_538	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_539	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54	13	0	0	0	5	2	125	0	0	0	0	22	0	0	0	0	1	2	0	30
OTU_540	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_541	0	0	1	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
OTU_542	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_543	0	2	0	0	7	0	0	0	0	7	1	0	0	7	1	0	0	1	1	0
OTU_544	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0
OTU_545	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_546	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_547	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_548	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_549	0	0	1	5	0	0	0	0	0	7	0	2	0	2	0	6	0	1	2	0
OTU_55	2	163	12	35	117	15	8	27	69	158	26	45	4	58	20	12	202	38	38	0
OTU_550	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_551	0	0	0	5	0	0	0	0	0	0	2	0	7	0	0	0	0	0	5	0
OTU_552	0	5	2	4	1	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0
OTU_553	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0
OTU_554	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
OTU_555	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0
OTU_556	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
OTU_557	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
OTU_558	0	1	0	0	0	0	0	0	0	0	0	1	1	7	0	0	1	0	4	0
OTU_559	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
OTU_56	2	24	2	0	12	2	1	2	1	85	103	98	25	112	129	42	2	112	119	39
OTU_560	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
OTU_561	0	0	0	0	0	0	0	1	3	0	0	0	0	0	9	0	0	0	1	2
OTU_562	0	0	0	0	1	1	0	0	0	0	0	0	0	0	11	1	0	0	0	0
OTU_563	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	7	0	0	0	0
OTU_564	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0
OTU_565	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	7	5	0
OTU_566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
OTU_567	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0	7	0	0
OTU_568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
OTU_569	0	0	0	0	0	0	1	0	0	1	0	3	2	2	0	0	0	7	7	0
OTU_57	6	35	1	214	45	7	1	7	4	40	0	11	22	151	23	18	13	22	49	25
OTU_570	0	8	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	7	0
OTU_571	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0
OTU_572	0	0	0	4	0	0	0	0	1	0	0	0	1	5	0	0	0	0	9	0
OTU_573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OTU_574	0	6	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7
OTU_575	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_576	6	0	1	3	0	0	0	0	0	0	0	0	1	5	0	0	0	0	4	0
OTU_577	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_578	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_579	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_58	2	0	0	14	0	111	0	1	0	2	0	0	0	0	0	0	0	0	2	0
OTU_580	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_581	2	6	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
OTU_582	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_583	0	6	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0
